cell_index,policy,replication,faults,fleet_size,sync_interval_minutes,updates_per_display_day,conflict_bias,high_risk_update_share,connectivity,online_probability,mean_outage_ticks,server_errors,conflicts,high_risk_conflicts,silent_overwrites,high_risk_silent_overwrites,manual_reviews,high_risk_manual_reviews,merges,accepted,duplicates_suppressed,stale_rejected,sync_requests,bytes_in,bytes_out,events_total,I1,I2,I3,I4,I5
3,display_preferred,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161278,6,1,1,1,1,1
3,manual_review_all,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161278,6,1,1,1,1,1
3,domain_aware,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161273,6,1,1,1,1,1
3,version_vector_causal,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161282,6,1,1,1,1,1
3,version_vector_cloud_wins,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161286,6,1,1,1,1,1
3,version_vector_display_wins,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161288,6,1,1,1,1,1
3,version_vector_random,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161282,6,1,1,1,1,1
3,crdt_field_merge,13,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,853,82023,161277,6,1,1,1,1,1
3,last_write_wins,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,162686,6,1,1,1,1,1
3,cloud_preferred,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,163017,6,1,1,1,1,1
3,display_preferred,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,162688,6,1,1,1,1,1
3,manual_review_all,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,0,0,1,0,0,5,0,0,874,83084,162099,6,1,1,1,1,1
3,domain_aware,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,162683,6,1,1,1,1,1
3,version_vector_causal,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,162692,6,1,1,1,1,1
3,version_vector_cloud_wins,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,163027,6,1,1,1,1,1
3,version_vector_display_wins,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,162698,6,1,1,1,1,1
3,version_vector_random,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,0,5,0,0,874,83084,162692,6,1,1,1,1,1
3,crdt_field_merge,14,0,2,1,2,0.05,0.15,good,0.9,5,0,1,0,1,0,0,0,1,5,0,0,874,83084,163091,6,1,1,1,1,1
3,last_write_wins,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161449,6,1,1,1,1,1
3,cloud_preferred,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161449,6,1,1,1,1,1
3,display_preferred,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161451,6,1,1,1,1,1
3,manual_review_all,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161451,6,1,1,1,1,1
3,domain_aware,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161446,6,1,1,1,1,1
3,version_vector_causal,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161455,6,1,1,1,1,1
3,version_vector_cloud_wins,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161459,6,1,1,1,1,1
3,version_vector_display_wins,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161461,6,1,1,1,1,1
3,version_vector_random,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161455,6,1,1,1,1,1
3,crdt_field_merge,15,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,856,82185,161450,6,1,1,1,1,1
3,last_write_wins,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162569,6,1,1,1,1,1
3,cloud_preferred,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162569,6,1,1,1,1,1
3,display_preferred,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162571,6,1,1,1,1,1
3,manual_review_all,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162571,6,1,1,1,1,1
3,domain_aware,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162566,6,1,1,1,1,1
3,version_vector_causal,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162575,6,1,1,1,1,1
3,version_vector_cloud_wins,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162579,6,1,1,1,1,1
3,version_vector_display_wins,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162581,6,1,1,1,1,1
3,version_vector_random,16,0,2,1,2,0.05,0.15,good,0.9,5,0,0,0,0,0,0,0,0,6,0,0,880,83394,162575,6,1,1,1,1,1
